movie;year;gross;director_likes;actor_likes;cast_likes;social_media;facenumber;imdb;budget
Lara Croft: Tomb Raider;2001;131144183;165;11749;12150;7;1;5.7;115000000
The Silence of the Lambs;1991;130727000;438;12999;13184;7;0;8.6;19000000
The Flintstones;1994;130512915;32;2216;3244;5;2;4.8;45000000
Star Trek Beyond;2016;130468626;681;1222;1327;3;4;7.5;185000000
Get Smart;2008;130313314;88;36000;44798;10;1;6.5;80000000
The Peanuts Movie;2015;130174897;20;222;309;1;0;7.2;99000000
American Gangster;2007;130127620;0;19343;20354;9;0;7.8;100000000
American Beauty;1999;130058047;0;18986;19078;8;0;8.4;15000000
Insurgent;2015;129995817;124;20000;22622;9;0;6.3;110000000
Lethal Weapon 4;1998;129734803;503;5899;6171;6;2;6.6;140000000
The Nutty Professor;1996;128769345;293;2368;3155;5;1;5.6;54000000
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;2006;128505958;1119;5103;5005;6;1;7.3;18000000
Close Encounters of the Third Kind;1977;128300000;14000;1292;1591;7;0;7.7;19400870
Robots;2005;128200012;77;1519;1804;3;1;6.3;75000000
Into the Woods;2014;127997349;252;61000;62837;10;1;6;50000000
Shutter Island;2010;127968405;17000;29386;29585;10;0;8.1;80000000
Enchanted;2007;127706877;36;543;662;1;2;7.1;85000000
The Curious Case of Benjamin Button;2008;127490802;21000;12919;13333;9;2;7.8;150000000
Sweet Home Alabama;2002;127214072;72;2476;4251;5;1;6.1;38000000
Dumb & Dumber;1994;127175354;137;2214;2985;4;2;7.3;16000000
2 Fast 2 Furious;2003;127083765;309;24558;25296;9;5;5.9;76000000
Super 8;2011;126975169;14000;1977;3388;7;0;7.1;50000000
The World Is Not Enough;1999;126930660;150;1546;2037;3;2;6.4;135000000
My Best Friend's Wedding;1997;126805112;29;9692;12344;7;1;6.3;46000000
Bee Movie;2007;126597121;58;3678;6576;6;0;6.2;150000000
Lucy;2014;126546825;0;30903;32325;10;0;6.4;40000000
Prometheus;2012;126464904;0;22641;24098;9;0;7;130000000
Mr. Deeds;2002;126203320;65;23828;26826;9;1;5.8;50000000
Safe House;2012;126149655;79;34820;36237;10;1;6.8;85000000
Central Intelligence;2016;126088877;43;13488;14569;7;2;6.6;50000000
The Truman Show;1998;125603360;608;3193;3698;6;1;8.1;60000000
Erin Brockovich;2000;125548685;0;9541;10003;7;0;7.3;52000000
Ocean's Twelve;2004;125531634;0;19350;19359;8;0;6.4;110000000
Tomorrow Never Dies;1997;125332007;55;1964;2958;4;3;6.5;110000000
Terminator Salvation;2009;125320003;368;26988;27468;9;0;6.6;200000000
Charlie's Angels;2000;125305545;368;14466;15419;8;0;5.5;92000000
Lone Survivor;2013;125069696;532;1056;1261;2;0;7.6;40000000
The Vow;2012;125014030;23;17640;18322;8;0;6.8;30000000
Life of Pi;2012;124976634;0;1473;2121;3;0;8;120000000
Cloudy with a Chance of Meatballs;2009;124870275;97;1204;1227;2;1;7;100000000
The Fault in Our Stars;2014;124868837;131;9733;10565;7;0;7.8;12000000
The Devil Wears Prada;2006;124732962;64;22505;23923;9;0;6.8;35000000
Something's Gotta Give;2003;124590960;278;22343;22679;9;1;6.7;80000000
Traffic;2000;124107476;0;1213;1418;2;0;7.6;48000000
The Legend of Tarzan;2016;124051759;282;21103;21175;9;2;6.6;180000000
The Legend of Tarzan;2016;124051759;282;21103;21175;9;2;6.6;180000000
Good Morning Vietnam;1987;123922370;272;49490;50141;10;1;7.3;13000000
Nutty Professor II: The Klumps;2000;123307945;88;1774;2818;4;1;4.3;65000000
Rango;2011;123207194;563;41939;43291;10;0;7.2;135000000
The Good Dinosaur;2015;123070338;113;538;696;1;0;6.8;6500000
G.I. Joe: Retaliation;2013;122512052;209;29934;31958;10;6;5.8;130000000
Clear and Present Danger;1994;122012710;176;12585;14178;7;1;6.9;62000000
The Hunt for Red October;1990;122012643;323;2013;2575;4;1;7.6;30000000
The Bodyguard;1992;121945720;81;1988;2551;4;0;6.1;25000000
Wayne's World;1992;121697350;122;2236;4263;5;2;7;20000000
The Bourne Identity;2002;121468960;218;13220;13249;7;1;7.9;60000000
Superbad;2007;121463226;99;16611;17584;8;2;7.6;20000000
Speed;1994;121248145;101;19726;20966;9;0;7.2;25000000
50 First Dates;2004;120776832;88;11755;12952;7;2;6.8;75000000
Mulan;1998;120618403;7;2984;4478;6;0;7.5;90000000
Inglourious Basterds;2009;120523073;16000;35000;36741;10;1;8.3;75000000
Seabiscuit;2003;120147445;378;13546;13808;7;0;7.3;87000000
Four Christmases;2008;120136047;91;7982;9913;7;2;5.6;80000000
The Mask;1994;119938730;55;1573;2085;3;0;6.9;18000000
Cloudy with a Chance of Meatballs 2;2013;119793567;18;801;848;1;0;6.5;78000000
Hook;1991;119654900;14000;62000;64259;10;1;6.7;70000000
Walk the Line;2005;119518352;446;1082;1383;2;0;7.9;28000000
Blazing Saddles;1974;119500000;0;2628;4701;5;0;7.8;2600000
G-Force;2009;119420252;12;1519;2217;3;0;5.1;150000000
Total Recall;1990;119412921;719;1130;1441;3;0;7.5;65000000
Total Recall;1990;119412921;719;1130;1441;3;0;7.5;65000000
The Other Guys;2010;119219978;285;20107;20233;9;2;6.7;100000000
Fahrenheit 9/11;2004;119078393;909;1113;1448;3;0;7.5;6000000
Hairspray;2007;118823091;163;1318;1673;3;9;6.7;75000000
The Break-Up;2006;118683135;235;5888;8315;7;1;5.8;52000000
Back to the Future Part II;1989;118500000;0;2559;3660;5;0;7.8;40000000
The Sum of All Fears;2002;118471320;31;12152;12556;7;0;6.4;68000000
Salt;2010;118311368;176;11984;12406;7;1;6.4;110000000
Blades of Glory;2007;118153533;8;9970;13232;7;2;6.3;61000000
Ghostbusters;2016;118099659;176;1475;2097;3;4;5.5;144000000
Ghostbusters;2016;118099659;176;1475;2097;3;4;5.5;144000000
Now You See Me;2013;117698894;255;12951;13312;7;6;7.3;75000000
Big Momma's House;2000;117559438;67;1592;1790;3;1;5.1;30000000
Die Hard 2;1990;117541000;212;14558;16595;8;0;7.1;70000000
Horrible Bosses;2011;117528646;91;18528;18669;8;5;6.9;35000000
Rocky;1976;117235247;80;14794;16094;8;0;8.1;960000
Jackass 3D;2010;117224271;79;1188;1787;2;1;7.1;20000000
Ocean's Thirteen;2007;117144465;0;38000;43499;10;3;6.9;85000000
The Wolf of Wall Street;2013;116866727;17000;44000;46057;10;3;8.2;100000000
Double Jeopardy;1999;116735231;78;1771;2129;3;0;6.4;70000000
8 Mile;2002;116724075;161;1614;1954;3;0;7;41000000
S.W.A.T.;2003;116643346;69;12000;14486;7;1;6;80000000
Lee Daniels' The Butler;2013;116631310;304;16898;20035;8;0;7.2;30000000
Green Lantern;2011;116593191;258;16694;17657;8;2;5.6;200000000
Notting Hill;1999;116006080;50;8864;9255;7;1;7;42000000
Ghost Rider;2007;115802596;160;13103;14017;7;1;5.2;110000000
You've Got Mail;1998;115731542;0;16537;17768;8;2;6.5;65000000
Remember the Titans;2000;115648585;132;52000;54877;10;1;7.8;30000000
District 9;2009;115646235;662;2540;2639;5;0;8;30000000
Unbroken;2014;115603980;11000;1932;2938;7;0;7.2;65000000
Unbroken;2014;115603980;11000;1932;2938;7;0;7.2;65000000
American Graffiti;1973;115000000;0;13425;14954;8;1;7.5;777000
Big;1988;114968774;545;26697;28018;9;1;7.3;18000000
Dodgeball: A True Underdog Story;2004;114324072;43;2864;4730;6;0;6.7;20000000
Dodgeball: A True Underdog Story;2004;114324072;43;2864;4730;6;0;6.7;20000000
The Village;2004;114195633;0;5882;7273;6;0;6.5;60000000
Bolt;2008;114053579;59;18458;20007;8;0;6.9;150000000
Wild Wild West;1999;113745408;188;14582;15870;8;2;4.8;170000000
Night at the Museum: Secret of the Tomb;2014;113733726;189;53000;53587;10;7;6.2;127000000
Magic Mike;2012;113709992;0;43000;46646;10;1;6.1;7000000
The Addams Family;1991;113502246;188;2436;3696;5;0;6.8;38000000
The Patriot;2000;113330342;776;16000;19454;8;1;7.1;110000000
The Bourne Legacy;2012;113165635;209;11428;12175;7;0;6.7;125000000
The Pacifier;2005;113006880;163;15449;16884;8;0;5.5;56000000
Dr. Dolittle 2;2001;112950721;41;2266;3287;5;0;4.6;72000000
It's Complicated;2009;112703470;278;13963;15226;8;2;6.6;85000000
Spy Kids;2001;112692062;0;3483;4499;6;0;5.4;35000000
Face/Off;1997;112225777;610;13805;17087;8;0;7.3;80000000
One Flew Over the Cuckoo's Nest;1975;112000000;869;2034;2176;4;0;8.7;4400000
Twins;1988;111936400;425;1373;2151;3;1;6;15000000
Spy Kids 3-D: Game Over;2003;111760631;0;19000;22935;9;3;4.1;38000000
Doctor Zhivago;1965;111722000;767;1375;1966;3;2;8;11000000
Enemy of the State;1998;111544445;12000;11279;11951;8;4;7.3;90000000
Mr. Peabody & Sherman;2014;111505642;50;4517;5810;6;2;6.9;145000000
The Last Samurai;2003;111110575;380;11401;11945;7;1;7.7;140000000
Valentine's Day;2010;110476776;0;37000;45696;10;12;5.7;52000000
Tropic Thunder;2008;110416702;0;22918;23484;9;3;7;92000000
Fun with Dick and Jane;2005;110332737;23;1740;1997;3;1;6.1;100000000
Freaky Friday;2003;110222438;70;3040;3984;5;2;6.1;26000000
The Grudge;2004;110175871;70;5634;7461;6;0;5.9;10000000
Trainwreck;2015;110008260;0;1097;1450;2;1;6.3;35000000
Scary Movie 3;2003;110000082;119;2337;3629;5;7;5.5;48000000
Bedtime Stories;2008;109993847;163;12364;12831;7;0;6.1;80000000
Star Trek IV: The Voyage Home;1986;109713132;12000;13307;15449;9;5;7.3;25000000
Creed;2015;109712885;0;14128;15106;8;1;7.7;35000000
Crocodile Dundee II;1988;109306210;5;661;717;1;1;5.5;15800000
The 40-Year-Old Virgin;2005;109243478;0;8184;8341;7;1;7.1;26000000
Couples Retreat;2009;109176215;0;5443;8172;6;6;5.5;60000000
A Time to Kill;1996;108706165;541;30000;31349;10;3;7.4;40000000
Black Hawk Down;2001;108638745;0;3377;4270;6;0;7.7;92000000
Jason Bourne;2016;108521835;521;13630;13752;7;0;7.1;120000000
Ace Ventura: When Nature Calls;1995;108360000;176;1452;2203;3;0;6.3;30000000
The Princess Diaries;2001;108244774;0;12524;13645;7;2;6.2;37000000
Superman II;1980;108200000;44;1480;2908;4;4;6.8;54000000
Hop;2011;108012170;25;2092;2558;4;0;5.5;63000000
Pulp Fiction;1994;107930000;16000;14759;16557;9;1;8.9;8000000
Paranormal Activity;2007;107917283;110;319;330;1;0;6.3;15000
Epic;2013;107515297;77;14271;14552;8;2;6.7;100000000
Watchmen;2009;107503316;0;2144;2530;4;1;7.7;130000000
A League of Their Own;1992;107458785;545;16174;16751;8;3;7.2;40000000
Batman & Robin;1997;107285004;541;2219;2699;5;3;3.7;125000000
The Angry Birds Movie;2016;107225164;6;23415;24350;9;0;6.3;73000000
Captain Phillips;2013;107100855;521;15721;16281;8;0;7.9;55000000
Black Swan;2010;106952327;0;36000;38072;10;1;8;13000000
Miss Congeniality;2000;106807667;80;1095;1574;2;1;6.2;45000000
Chicken Run;2000;106793915;91;1315;1817;3;0;7;45000000
Analyze This;1999;106694016;11000;23615;24333;10;2;6.7;30000000
GoldenEye;1995;106635996;258;1126;1784;3;2;7.2;58000000
Driving Miss Daisy;1989;106593296;78;11834;12619;7;1;7.4;7500000
300: Rise of an Empire;2014;106369117;263;8000;10583;7;0;6.2;110000000
The Italian Job;2003;106126012;473;35082;35084;10;6;7;60000000
How to Lose a Guy in 10 Days;2003;105807520;80;12651;14087;7;2;6.4;50000000
Porky's;1981;105500000;84;300;582;1;0;6.2;4000000
The First Wives Club;1996;105444419;37;2289;3143;5;3;6.2;26000000
Interview with the Vampire: The Vampire Chronicles;1994;105264608;277;25000;25697;9;0;7.6;60000000
George of the Jungle;1997;105263257;39;4020;4518;6;0;5.4;55000000
Robin Hood;2010;105219735;0;2511;3244;5;0;6.7;200000000
Phenomenon;1996;104632573;226;4737;5975;6;1;6.4;32000000
The Chronicles of Narnia: The Voyage of the Dawn Treader;2010;104383624;150;672;764;1;4;6.3;155000000
The Princess and the Frog;2009;104374107;63;1955;2480;4;0;7.1;105000000
American Wedding;2003;104354205;58;4593;5713;6;3;6.3;55000000
Daddy Day Care;2003;104148781;41;2477;4050;5;1;5.5;60000000
Road to Perdition;2002;104054514;0;16818;16828;8;0;7.7;80000000
Paranormal Activity 3;2011;104007828;24;1453;2371;3;0;5.8;5000000
Journey 2: The Mysterious Island;2012;103812241;62;26722;27842;9;3;5.8;79000000
Dick Tracy;1990;103738726;631;1636;2096;4;1;6.1;100000000
Rise of the Guardians;2012;103400692;52;20476;20645;9;0;7.3;145000000
Dreamgirls;2006;103338338;386;1986;2856;4;0;6.5;70000000
Just Go with It;2011;103028109;221;14503;16325;8;1;6.4;80000000
Scream;1996;103001286;0;1190;1212;2;0;7.2;15000000
The Expendables;2010;102981571;13000;44000;46355;10;9;6.5;80000000
Jaws 2;1978;102922376;82;1264;1520;2;0;5.7;20000000
Bambi;1942;102797150;11;36;63;1;0;7.4;32500000
The General's Daughter;1999;102678089;165;1553;2321;3;0;6.3;95000000
The Aviator;2004;102608827;17000;32827;34582;10;0;7.5;110000000
The Girl with the Dragon Tattoo;2011;102515793;21000;19585;20388;10;1;7.8;90000000
The Maze Runner;2014;102413606;47;1266;1783;3;0;6.8;34000000
Independence Day: Resurgence;2016;102315545;776;2237;3233;5;0;5.5;165000000
The Conjuring 2;2016;102310175;0;1911;2676;4;0;7.8;40000000
Butch Cassidy and the Sundance Kid;1969;102308900;131;1605;2169;3;1;8.1;6000000
Mary Poppins;1964;102300000;55;927;2045;2;2;7.8;6000000
The Mummy: Tomb of the Dragon Emperor;2008;102176165;357;8595;9131;7;2;5.2;145000000
Bad Grandpa;2013;101978840;79;990;1018;2;0;6.6;15000000
Pacific Rim;2013;101785482;0;17887;19166;8;0;7;190000000
American Pie;1999;101736215;80;5000;8134;6;6;7;11000000
Journey to the Center of the Earth;2008;101702060;40;17311;17925;8;0;5.8;45000000
Gone in Sixty Seconds;2000;101643008;57;26000;29069;9;1;6.5;90000000
The Equalizer;2014;101530738;845;35683;37605;10;0;7.2;55000000
This Is the End;2013;101470202;133;37000;38751;10;6;6.7;32000000
Scream 2;1997;101334374;0;1937;2321;4;5;6.1;24000000
Eraser;1996;101228120;55;2156;3454;5;1;6.1;100000000
The Prince of Egypt;1998;101217900;59;1178;1195;2;2;7;70000000
Noah;2014;101160529;0;29000;32355;10;2;5.8;125000000
Unforgiven;1992;101157447;16000;27638;28544;10;1;8.3;14400000
Eagle Eye;2008;101111837;154;4897;5637;6;3;6.6;80000000
Con Air;1997;101087161;165;13622;15362;8;6;6.8;75000000
Contact;1997;100853835;0;12135;12289;7;2;7.4;90000000
The Pelican Brief;1993;100768056;79;26956;30063;9;0;6.5;45000000
Charlie's Angels: Full Throttle;2003;100685880;368;4000;4046;6;0;4.8;120000000
Vanilla Sky;2001;100614858;488;11343;11458;7;1;6.9;68000000
The Rugrats Movie;1998;100491683;5;1842;3438;4;0;5.9;24000000
Step Brothers;2008;100468793;285;11105;11264;7;2;6.9;65000000
Due Date;2010;100448498;480;22051;23018;9;3;6.6;65000000
The Cat in the Hat;2003;100446895;34;1937;2762;4;1;3.8;109000000
Million Dollar Baby;2004;100422786;16000;27567;28830;10;1;8.1;30000000
Casper;1995;100328194;52;1608;2638;4;0;6;50000000
Bad Teacher;2011;100292856;52;4341;5547;6;0;5.7;20000000
Evan Almighty;2007;100289690;293;105000;108016;10;0;5.4;175000000
Shakespeare in Love;1998;100241322;108;1503;1690;3;0;7.2;25000000
Edge of Tomorrow;2014;100189501;218;11363;12652;7;1;7.9;178000000
Yogi Bear;2010;100169068;40;4017;4394;6;0;4.6;80000000
Se7en;1995;100125340;21000;22360;22678;10;0;8.6;33000000
The Hunchback of Notre Dame;1996;100117603;21;3242;4842;6;0;6.9;100000000
You Don't Mess with the Zohan;2008;100018837;221;12103;13446;7;0;5.5;90000000
Die Hard with a Vengeance;1995;100012500;323;14048;14274;8;1;7.6;90000000
Collateral;2004;100003492;0;11531;13581;7;0;7.6;65000000
Olympus Has Fallen;2013;98895417;845;29992;31782;10;3;6.5;70000000
The Green Hornet;2011;98780042;1000;12741;13391;7;0;5.8;120000000
Date Night;2010;98711404;189;33000;39822;10;2;6.3;55000000
Yes Man;2008;97680195;235;26000;29505;9;1;6.8;70000000
Inspector Gadget;1999;97360069;16;3402;5320;6;0;4.1;75000000
Public Enemies;2009;97030725;0;64000;64599;10;1;7;100000000
The Social Network;2010;96917897;21000;10430;10555;9;0;7.7;40000000
The Others;2001;96471845;448;768;956;2;0;7.6;17000000
Schindler's List;1993;96067179;14000;15007;15233;9;0;8.9;22000000
Dead Poets Society;1989;95860116;608;51000;51609;10;0;8;16400000
Zero Dark Thirty;2012;95720716;0;2304;2759;4;0;7.4;40000000
Cold Mountain;2003;95632614;333;58000;61110;10;3;7.2;79000000
Sex and the City 2;2010;95328937;127;2424;4555;5;4;4.3;100000000
Panic Room;2002;95308367;21000;17561;18141;9;0;6.8;48000000
The Princess Diaries 2: Royal Engagement;2004;95149435;0;12995;15362;8;2;5.7;40000000
Legally Blonde;2001;95001351;126;3372;4380;6;1;6.2;18000000
42;2013;95001343;241;14898;16911;8;0;7.5;40000000
Unbreakable;2000;94999143;0;31963;33645;10;0;7.2;75000000
Flashdance;1983;94900000;213;491;791;1;0;6.1;4000000
The Book of Eli;2010;94822707;117;43000;44797;10;0;6.9;80000000
Beverly Hills Chihuahua;2008;94497271;67;3238;4729;6;1;3.7;20000000
The Color Purple;1985;94175854;14000;1704;2592;7;0;7.8;15000000
Julie & Julia;2009;94125426;0;12858;13321;7;2;7;40000000
He's Just Not That Into You;2009;93952276;42;196;318;1;7;6.4;40000000
Master and Commander: The Far Side of the World;2003;93926386;608;953;1205;2;1;7.4;150000000
Maid in Manhattan;2002;93815117;61;6535;7184;6;2;5.1;55000000
The Mask of Zorro;1998;93771072;258;12268;12396;7;0;6.7;65000000
Flight;2012;93749203;0;19858;20952;9;0;7.3;31000000
America's Sweethearts;2001;93607673;148;9108;9176;7;4;5.7;48000000
The Fighter;2010;93571803;737;23379;23811;9;2;7.9;25000000
The Bucket List;2007;93452056;0;13760;14868;8;1;7.4;45000000
Tomorrowland;2015;93417865;663;3242;5046;6;2;6.5;190000000
Cats & Dogs;2001;93375151;6;4069;4171;6;0;5.2;60000000
Two Weeks Notice;2002;93307796;30;2244;2636;4;2;6.1;60000000
Elysium;2013;93050117;662;16000;17689;8;0;6.6;115000000
Flubber;1997;92969824;10;49729;50005;10;1;5.2;80000000
Red Dragon;2002;92930005;420;34876;35867;10;0;7.2;78000000
When Harry Met Sally...;1989;92823600;0;362;485;1;0;7.6;16000000
The Town;2010;92173235;0;14206;14296;8;7;7.6;37000000
The Client;1994;92115211;541;1949;4043;5;3;6.7;45000000
Star Trek: First Contact;1996;92001027;906;2906;6315;6;2;7.6;45000000
Think Like a Man;2012;91547205;167;2770;5165;6;8;6.6;12000000
Kindergarten Cop;1990;91457688;425;1481;2403;4;4;6;26000000
Heaven Is for Real;2014;91443253;130;594;663;1;;5.8;12000000
Non-Stop;2014;91439400;174;15324;16967;8;0;7;50000000
Crimson Tide;1995;91400000;12000;28665;30132;10;0;7.3;53000000
The Haunting;1999;91188905;101;15873;17786;8;0;4.9;80000000
The Imitation Game;2014;91121452;77;19698;20295;9;1;8.1;14000000
Save the Last Dance;2001;91038276;49;1256;1307;2;0;6.1;13000000
Stepmom;1998;91030827;0;9519;9988;7;2;6.7;50000000
Ride Along 2;2016;90835030;167;3529;5178;6;0;5.9;40000000
The Karate Kid;1984;90800000;80;1534;2004;3;0;7.2;8000000
The Karate Kid;1984;90800000;80;1534;2004;3;0;7.2;8000000
Prince of Persia: The Sands of Time;2010;90755643;179;15803;16149;8;2;6.6;200000000
Scary Movie 4;2006;90703745;119;3676;5855;6;8;5.1;45000000
Antz;1998;90646554;35;24754;25788;9;0;6.6;105000000
The Game Plan;2007;90636983;99;13776;15170;8;0;6.2;22000000
Me Myself & Irene;2000;90567722;101;1592;1711;3;1;6.5;51000000
High School Musical 3: Senior Year;2008;90556401;197;2121;3507;5;1;4.5;11000000
Madea Goes to Jail;2009;90485233;0;2085;3699;5;0;4.1;25500000
Space Cowboys;2000;90454043;16000;16911;17771;9;1;6.4;65000000
Space Jam;1996;90443603;30;14333;15001;8;1;6.3;80000000
Trading Places;1983;90400000;644;840;845;2;2;7.5;25000000
RED;2010;90356857;124;24357;24928;9;4;7.1;58000000
Get Hard;2015;90353764;164;10723;12556;7;2;6;40000000
The Scorpion King;2002;90341670;55;13416;14611;7;4;5.5;60000000
Mystic River;2003;90135191;16000;1419;1942;7;0;8;25000000
Legally Blonde 2: Red White & Blonde;2003;89808372;0;2232;3500;5;2;4.6;45000000
Terminator Genisys;2015;89732035;230;36000;38873;10;2;6.6;155000000
Flightplan;2005;89706988;124;1792;2287;3;1;6.2;55000000
The Emperor's New Groove;2000;89296573;10;1263;2039;3;1;7.3;100000000
The Lone Ranger;2013;89289910;563;43000;45757;10;1;6.5;215000000
Taken 3;2014;89253340;118;15276;16967;8;0;6;48000000
Scream 3;2000;89138076;0;515;600;1;4;5.5;40000000
Oblivion;2013;89021735;364;22000;22004;9;0;7;120000000
The Ugly Truth;2009;88915214;126;19911;22436;9;2;6.5;38000000
Percy Jackson & the Olympians: The Lightning Thief;2010;88761720;0;12000;14024;7;0;5.9;95000000
Failure to Launch;2006;88658172;9;36000;37967;10;2;5.6;50000000
The Muppets;2011;88625922;33;1145;1336;2;3;7.1;45000000
Inside Man;2006;88504640;0;18689;19148;8;2;7.6;45000000
Waterworld;1995;88246220;58;831;1004;2;0;6.1;175000000
Starsky & Hutch;2004;88200225;480;2517;3943;5;5;6.1;60000000
Along Came Polly;2004;87856565;29;23573;24534;9;1;5.9;42000000
Entrapment;1999;87704396;36;1196;1302;2;1;6.2;66000000
Back to the Future Part III;1990;87666629;0;2559;3986;5;0;7.4;40000000
Pineapple Express;2008;87341380;234;12908;15590;8;3;7;27000000
Out of Africa;1985;87100000;521;12104;12518;7;0;7.2;31000000
Saw II;2005;87025093;163;2305;4134;5;0;6.6;4000000
